cupc,citem,mprice,sku,cuom,istdpk,pos18
"4599463","TSHIRT-INFT-WEARS-CCE-BOY-2T","10.00","459946.00","PC","6","TSHIRT-3-1PRINTED"
"4599487","TSHIRT-INFT-WEARS-CCE-BOY-3T","10.00","459948.00","PC","6","TSHIRT-3-1PRINTED"
"4599494","SHORTS-INFT-WEARS-CCE-BOY-1T","10.00","459949.00","PC","6","SHORTS-3-1-PRINTED"
"4599517","SHORTS-INFT-WEARS-CCE-BOY-2T","150.00","459951.00","PC","6","SHORTS-3-1-PRINTED"
"4599524","JOLLY ML2.0 MILITARY LEASH 2.0","139.75","459952.00","PC","1","JOLLY ML2MILLEASH2"
"4599531","SHORTS-INFT-WEARS-CCE-BOY-3T","150.00","459953.00","PC","6","SHORTS-3-1-PRINTED"
"4599548","PAJAMA-INFT-WEARS-CCE-BOY-1T","150.00","459954.00","PC","6","PAJAMA-3-1PRINTED"
"4599555","PAJAMA-INFT-WEARS-CCE-BOY-2T","150.00","459955.00","PC","6","PAJAMA-3-1PRINTED"
"4599562","PAJAMA-INFT-WEARS-CCE-BOY-3T","150.00","459956.00","PC","6","PAJAMA-3-1PRINTED"
"4599579","JOLLY ML2.5 MILITARY 2.5","149.75","459957.00","PC","1","JOLLY ML2.5MILTRY2"
"4599593","JOLLY ML3.0 MILITARY LEASH 3.0","224.75","459959.00","PC","1","JOLLY ML3.0MLTRYLE"
"4599784","JOLLY NYLON DOG COLLAR LARGE","69.75","459978.00","PC","1","JOLLY NYLNDOGCOLLA"
"4599807","JOLLY AC1 ADJ.DOG COLLAR 1.0","69.75","459980.00","PC","1","JOLLY AC1ADJDGCOL1"
"4599845","JOLLY ACS ADJ.DOG COLLAR 1.0","64.75","459984.00","PC","1","JOLLY ACSADJDGCOL1"
"4599937","LWR BASIC SHIRT BLACK M","149.75","459993.00","PC","6","LWR BASIC SHIRT"
"4599951","JOLLY AC2 ADJ DOG COLLAR 2.0","94.75","459995.00","PC","1","JOLLY AC2ADJDGCOL2"
"4600176","JOLLY TCWS-3.0 DOG HOOK 3.0","224.75","460017.00","PC","1","JOLLY TCWS3.0DGHOO"
"4600220","JOLLY 852-E PET/DRNKR SMALLPET","159.75","460022.00","PC","1","JOLLY 852EPETDRNKS"
"4600541","JOLLY H-220 PET DRINKER SMALL","454.75","460054.00","PC","1","JOLLY H220PTDRNKRS"
"4600565","JOLLY H-520 WATER FEEDER HEAD","179.75","460056.00","PC","1","JOLLY H520WTRFDRHE"
"4600572","JOLLY P-500 PLASTIC BOWL","94.75","460057.00","PC","1","JOLLY P500PSTCBOWL"
"4600619","JOLLY P-508 PLASTIC DOG BOWL","164.75","460061.00","PC","1","JOLLY P508PLDOGBOW"
"4600626","JOLLY P-509 PLASTIC DOG BOWL","109.75","460062.00","PC","1","JOLLY P509PLDOGBOW"
"4600640","JOLLY P-510 PLASTIC DOG BOWL","694.75","460064.00","PC","1","JOLLY P510PLDOGBOW"
"4600763","JOLLY P-877 PET NANNY","179.75","460076.00","PC","1","JOLLY P877PETNANNY"
"4601104","JOLLY CB-075 COTTON BONE","124.75","460110.00","PC","1","JOLLY CB075COTTBNE"
"4601166","JOLLY CB-095 COTTON BONE ROUND","74.75","460116.00","PC","1","JOLLY CB095COTBNER"
"4601654","JOLLY P-501 PLASTIC DOG BOWL","109.75","460165.00","PC","1","JOLLY P501PSTCDBOW"
"4602705","MWAF SLIMFITSHIRT ACID YLW XL","49.00","460270.00","PC","2","MWAF SLIMFITSHIRT"
"4603252","MWGY P-SHIRT CB4  WHT L","49.00","460325.00","PC","2","MWGY P-SHIRT CB4"
"4603986","LWR BLACK SLACKS BK-506 XL","48.00","460398.00","PC","5","LWR BLACK SLACKS"
"4604297","MUG-GW-HT-AC32-PRNTD","39.00","460429.00","PC","48","AC32-PRNTD"
"4604327","MUG-GW-HT-AC101-PRNTD","39.00","460432.00","PC","48","AC101-PRNTD"
"4604334","MUG-GW-HT-AG51-PRNTD","5.00","460433.00","PC","48","AG51-PRNTD"
"4604624","WATERBOTTLE-PW-WTI-TCS PPASSTD","20.00","460462.00","PC","48","WBTL-TCS PP ASSTD."
"4604631","WATERBOTTLE-PW-WTI-SS00999 #2","20.00","460463.00","PC","24","WBOTTLE-SS00999"
"4604648","WATERBOTTLE-PW-WTI-SS009967 #1","20.00","460464.00","PC","24","WBOTTLE-S009967"
"4604655","WATERBOTTLE-PW-WTI-SS010583","20.00","460465.00","PC","48","WBOTTLE-S010583"
"4604679","WATERBOTTLE-PWWTI-SS000029WCUP","20.00","460467.00","PC","24","WBOTTLE-SS000029"
"4604808","CARS-TOY-VEHICLE-EDC-TECH-DECK","49.00","460480.00","PC","1","CARS-TECH-DECK"
"4606970","RIDE ONS-TOYS-D4-OTHERS-TOYS","1299.00","460697.00","PC","1","RIDE ONS-460697"
"4606987","RIDE ONS-TOYS-D4-OTHERS-TOYS","949.00","460698.00","PC","1","RIDE ONS-460698"
"4607007","RIDE ONS-TOYS-D4-OTHERS-TOYS","1499.00","460700.00","PC","1","RIDE ONS-460700"
"4607014","RIDE ONS-TOYS-D4-OTHERS-TOYS","949.00","460701.00","PC","1","RIDE ONS-460701"
"4607236","OTHER-KW-MPT-TSA-30A-A.POT+OCS","1199.75","460723.00","SET","6","OTHERKW-TSA-30A"
"4607250","DX TV LED AV CHANGHONG 32C2000","9752.00","460725.00","PC","1","CHANGHONG 32C2000"
"4607267","DX TV LED AV C.H 39C2000/D2000","10792.00","460726.00","PC","1","C-H 39C2000-D2000"
"4608783","KETTLE-MPT-KW-MANIFESTO-SS30","50.00","460878.00","PC","12","KETTLEMANIFESTO-3L"
"4608998","L&P BCOL RAIN 50ML B1T1","25.75","460899.00","PC","36","L P C-RAIN50MB1T1"
"4609407","L&P BCOL CHILL 50ML B1T1","25.75","460940.00","PC","36","L P C-CHILL50MB1T1"
"4609650","CUP-GW-CE-JV0102009-DOUBLEWALL","159.00","460965.00","PC","4","DW CUP JV0102009"
"4609674","CUP-GW-CE-JV0102051A-DW","10.00","460967.00","PC","2","DW JCUP JV0102051A"
"4609698","WINEGLASS-GW-CE-JV0102094A","45.00","460969.00","PC","3","DW WCUP JV0102094A"
"4609704","CUP-GW-CE-JV0102044-DWALL","10.00","460970.00","PC","3","DW W.CUP JV0102044"
"4609711","CUP-GW-CE-JV0102055-DW","399.00","460971.00","PC","2","DW J.CUP JV0102055"
"4609728","MUG-GW-CE-BEER-JV0102031","15.00","460972.00","PC","3","DW B.CUP JV0102031"
"4609735","CUP-GW-CE-JV0102096A-DWALL","10.00","460973.00","PC","4","DW WCUP JV0102096A"
"4609742","CUP-GW-CE-JV0102143A-DW","10.00","460974.00","PC","4","DW TCUP JV0102143A"
"4609759","CUP-GW-CE-JV0102098A-DW","10.00","460975.00","PC","4","DW WCUP JV0102098A"
"4609766","MUG-GW-CE-BEER-JV0102065","15.00","460976.00","PC","4","DW B.CUP JV0102065"
"4609773","TUMBLER-GW-CE-JV-0101022-DWALL","549.00","460977.00","PC","2","DW TMBLR JV0101022"
"4610205","JOLLY DC1.5 DOG COLLAR 1.5","64.75","461020.00","PC","1","JOLLY DC1.5DOGCOL1"
"4610472","EB BLACKWATER PROMO","120.00","461047.00","PC","1","EB BLACKWATER PRMO"
"4610533","GYLWR SWEATSHIRT FUSCHIA S","30.00","461053.00","PC","2","GYLWR SWEATSHIRT"
"4610694","GYLWR SWEATSHIRT BLACK M","30.00","461069.00","PC","2","GYLWR SWEATSHIRT"
"4610762","LW S/L 4BTN PLCKT KIM SND BL S","20.00","461076.00","PC","2","LW S-L 4BTN PLCKT"
"4610793","LW S/L 4BTN PLCKT KIM SND BL L","30.00","461079.00","PC","2","LW S-L 4BTN PLCKT"
"4610915","LW S/L 4BTN PLCKT KIM OFFWHT L","20.00","461091.00","PC","2","LW S-L 4BTN PLCKT"
"4610946","LW S/L 4BTN PLCKT KIM GRY M","30.00","461094.00","PC","2","LW S-L 4BTN PLCKT"
"4611004","SLIPPERS-BEDROOM-FW LF-BSM-E0","10.00","461100.00","PR1","36","SLIPPER-BEDROOM-E0"
"4611011","SLIPPERS-BEDROOM-FW LF-BSM-E1","10.00","461101.00","PR1","36","SLIPPER-BEDROOM-E1"
"4611028","SLIPPERS-BEDROOM-FW LF-BSM-E2","25.00","461102.00","PR1","36","SLIPPER-BEDROOM-E2"
"4611035","SLIPPERS-BEDROOM-FW LF-BSM-E3","25.00","461103.00","PR1","36","SLIPPER-BEDROOM-E3"
"4611042","SLIPPERS-BEDROOM-FW LF-BSM-E4","25.00","461104.00","PR1","36","SLIPPER-BEDROOM-E4"
"4611387","SP LEDBULB-HW-VEN-SYLVNIA 4W","240.00","461138.00","PC","1","SLVNIA LED 4W"
"4611431","SP BULBCFL-HW-VEN-PANA 2UCDL8W","89.00","461143.00","PC","1","PANACFL 2UCDL8W"
"4611455","DX BULB CFL-HWVENPANA 2UCDL11W","89.00","461145.00","PC","1","PANACFL 2UCDL11W"
"4611493","NIGHTLIGHT-HW-VEN-NB-MSHRMB1T1","79.75","461149.00","PC","1","NB NLIGHT MR B1T1"
"4611622","SP LEDBULB-HW-VEN-DICKEN DL 2W","199.00","461162.00","PC","1","DICKEN LED 2W"
"4611769","SPBATTERY-HWVEN-SYLVNIA 2D YEL","172.00","461176.00","PC","1","SYLVN BATT 2D YEL"
"4611776","BATTERY-HW-VEN-SYLVN LITE2D","172.00","461177.00","PC","1","BATRY-SYLVN LITE2D"
"4611783","SPBATTERY-HWVEN-SYLVNIA 2D BLU","172.00","461178.00","PC","1","SYLVN BATT 2D BLUE"
"4611790","SPBATTERY-HWVEN-SYLVNIA 2AAYEL","120.00","461179.00","PC","1","SYLVN BATT 2AA YEL"
"4611813","SPBATTERY-HWVEN-SYLVNIA 2AABLU","120.00","461181.00","PC","1","SYLVN BATT2AA BLUE"
"4611851","DX RICECOOKER EUREKA ERC-1.0L","598.00","461185.00","PC","1","DXEUREKA ERC-1.0L"
"4611943","PF CORNED BEEF150G 5S SAVE26.5","238.50","461194.00","PC","1","PFCBF150G5SSVE26"
"4612346","IMP WASHER STUB ALDN ASTWM780","2268.00","461234.00","PC","1","ALADDIN ASTWM780"
"4612384","IMP SPINDRYER ALADDIN ASD680","1624.50","461238.00","PC","1","ALADDIN ASD680"
"4612674","OTTOGI C/RAMYUN CUP BIG 110G","60.50","461267.00","PC","12","OTTOGI C-RAMYN C-B"
"4612681","RAMENBOKKISPICYCUPNOODLES120G","51.45","461268.00","PC","12","RMENBOKKISPCYNDLS1"
"4612926","DX GAS STOVE EUREKA SGL EGS-SB","399.00","461292.00","PC","1","EUREKA EGS-SB"
"4612964","DX DESK FAN EUREKA EDF-16ECO","749.00","461296.00","PC","1","EUREKA EDF-16ECO"
"4613268","REF PERSONAL HANA HAMDDREF-28","9499.00","461326.00","PC","1","HANA HAMDDREF-28"
"4613275","REF PERSONAL HANA HAMDDREF-38","12199.00","461327.00","PC","1","HANA HAMDDREF-38"
"4613640","SANDO-INFT-WEARS-PWT-B-WHITE-S","10.00","461364.00","PC","2","SANDO-B-WHITE-S"
"4613770","SLIPPER FLIP-FW GF-TNI-Z1","10.00","461377.00","PR1","1","SLPPR FLP-TNI-Z1"
"4613787","SLIPPER FLIP-FW GF-TNI-Z2","25.00","461378.00","PR1","1","SLPPR FLP-TNI-Z2"
"4613824","SLIPPER FLIP-FW GF-TNI-Z6","25.00","461382.00","PR1","1","SLPPR FLP-TNI-Z6"
"4613831","SLIPPER FLIP-FW LF-TNI-Z3","10.00","461383.00","PR1","1","SLPPR FLP-TNI-Z3"
"4614111","FRAMEPHOTO-FU-KMI-PF-03","99.75","461411.00","PC","1","FRAME-PF-03"
"4614234","SANDO-INFT-WEARS-PWT-B-WHITE-M","10.00","461423.00","PC","2","SANDO-B-WHITE-M"
"4614494","MIRROR-FU-KMI-MR-05","999.75","461449.00","PC","1","MIRROR-MR-05"
"4614609","SANDO-INFT-WEARS-PWT-B-WHITE-L","10.00","461460.00","PC","2","SANDO-B-WHITE-L"
"4614647","SHORTS-INFT-WEARS-PWT-B-WHTE-S","10.00","461464.00","PC","2","SHORTS-WHITE-S"
"4614661","SHORTS-INFT-WEARS-PWT-B-WHTE-M","10.00","461466.00","PC","2","SHORTS-WHITE-M"
"4614685","SHORTS-INFT-WEARS-PWT-B-WHTE-L","10.00","461468.00","PC","2","SHORTS-WHITE-L"
"4614715","UNDERWEAR-INFT-WEARS-PWT-WHT-S","10.00","461471.00","PC","2","UNDERWEAR-BRIEF"
"4614739","UNDERWEAR-INFT-WEARS-PWT-WHT-M","10.00","461473.00","PC","2","UNDERWEAR-BRIEF"
"4614753","UNDERWEAR-INFT-WEARS-PWT-WHT-L","10.00","461475.00","PC","2","UNDERWEAR-BRIEF"
"4614777","PAJAMA-INFT-WEARS-PWT-B-WHTE-S","10.00","461477.00","PC","2","PAJAMA-B-WHITE-S"
"4614784","PAJAMA-INFT-WEARS-PWT-B-WHTE-M","10.00","461478.00","PC","2","PAJAMA-B-WHITE-M"
"4614791","FRAMEPHOTO-FU-KMI-5X7PROMO","65.00","461479.00","PC","1","FRAME-5X7PROMO"
"4614807","PAJAMA-INFT-WEARS-PWT-B-WHTE-L","10.00","461480.00","PC","2","PAJAMA-B-WHITE-L"
"4614821","STRAPPY-INFT-WEARS-PWT-WHITE-S","10.00","461482.00","PC","2","STRAPPY-WHITE"
"4614845","STRAPPY-INFT-WEARS-PWT-WHITE-M","10.00","461484.00","PC","2","STRAPPY-WHITE"
"4614852","STRAPPY-INFT-WEARS-PWT-WHITE-L","10.00","461485.00","PC","2","STRAPPY-WHITE"
"4614869","UNDERWEAR-INFT-WEARS-PWT-COL-S","10.00","461486.00","PC","2","UNDERWEAR-BRIEF"
"4614876","UNDERWEAR-INFT-WEARS-PWT-COL-M","10.00","461487.00","PC","2","UNDERWEAR-BRIEF"
"4614883","UNDERWEAR-INFT-WEARS-PWT-COL-L","10.00","461488.00","PC","2","UNDERWEAR-BRIEF"
"4614906","STRAPPY-INFT-WEARS-PWT-COLOR-S","10.00","461490.00","PC","2","STRAPPY-COLORED"
"4614913","STRAPPY-INFT-WEARS-PWT-COLOR-M","10.00","461491.00","PC","2","STRAPPY-COLORED"
"4614920","STRAPPY-INFT-WEARS-PWT-COLOR-L","10.00","461492.00","PC","2","STRAPPY-COLORED"
"4614937","SANDO-INFT-WEARS-PWT-B-COLOR-S","10.00","461493.00","PC","2","SANDO-B-COLORED-S"
"4615026","SANDO-INFT-WEARS-PWT-B-COLOR-M","10.00","461502.00","PC","2","SANDO-B-COLORED-M"
"4615040","SANDO-INFT-WEARS-PWT-B-COLOR-L","10.00","461504.00","PC","2","SANDO-B-COLORED-L"
"4615057","SHORTS-INFT-WEARS-PWT-B-COL-S","10.00","461505.00","PC","2","SHORTS-COLORED"
"4615064","SHORTS-INFT-WEARS-PWT-B-COL-M","10.00","461506.00","PC","2","SHORTS-COLORED"
"4615071","SHORTS-INFT-WEARS-PWT-B-COL-L","10.00","461507.00","PC","2","SHORTS-COLORED"
"4615088","PAJAMA-INFT-WEARS-PWT-B-COL-S","219.00","461508.00","PC","2","PAJAMA-B-COLORED"
"4615095","PAJAMA-INFT-WEARS-PWT-B-COL-M","10.00","461509.00","PC","2","PAJAMA-B-COLORED"
"4615101","PAJAMA-INFT-WEARS-PWT-B-COL-L","10.00","461510.00","PC","2","PAJAMA-B-COLORED"
"4615453","GIRL PANTY PK6 AVI-601 SIZE 2","10.00","461545.00","PC","3","GIRL PANTY PK6"
"4615569","GIRL PANTY PK6 AVI-601 SIZE 4T","10.00","461556.00","PC","3","GIRL PANTY PK6"
"4615583","GIRL PANTY PK6 AVI-601 SIZE 4","10.00","461558.00","PC","3","GIRL PANTY PK6"
"4615590","GIRL PANTY PK6 AVI-601 SIZE 6","10.00","461559.00","PC","3","GIRL PANTY PK6"
"4615606","GIRL PANTY PK6 AVI-601 SIZE 8","10.00","461560.00","PC","3","GIRL PANTY PK6"
"4615620","GIRL PANTY PK2 12802 SIZE 2","5.00","461562.00","PC","3","GIRL PANTY PK2"
"4615637","GIRL PANTY PK2 12802 SIZE 4","5.00","461563.00","PC","3","GIRL PANTY PK2"
"4615644","GIRL PANTY PK2 12802 SIZE 4T","5.00","461564.00","PC","3","GIRL PANTY PK2"
"4615651","GIRL PANTY PK2 12802 SIZE 6","5.00","461565.00","PC","3","GIRL PANTY PK2"
"4615668","GIRL PANTY PK2 12802 SIZE 8","5.00","461566.00","PC","3","GIRL PANTY PK2"
"4615682","GIRL PANTY LITTLEST PK7SIZE 2","10.00","461568.00","PC","3","GIRL PANTY"
"4615699","GIRL PANTY LITTLEST PK7SIZE 4","10.00","461569.00","PC","3","GIRL PANTY"
"4615705","GIRL PANTY LITTLEST PK7SIZE 4T","150.00","461570.00","PC","3","GIRL PANTY"
"4615712","GIRL PANTY LITTLEST PK7SIZE 6","10.00","461571.00","PC","3","GIRL PANTY"
"4615729","GIRL PANTY LITTLEST PK7SIZE 8","10.00","461572.00","PC","3","GIRL PANTY"
"4615736","GIRL PANTY LITTLEST PK7SIZE 10","199.75","461573.00","PC","8","GIRL PANTY"
"4615941","UMBRELLA-FS ACCS-TNI TN-NM419","10.00","461594.00","PC","1","UMBRELLA-TN-NM419"
"4615965","UMBRELLA-FS ACCS-TNI TN-NM417","10.00","461596.00","PC","1","UMBRELLA-TN-NM417"
"4616344","CARMENS BEST CEREAL MILK 16OZ","320.82","461634.00","PC","1","CB CEREAL MILK 16"
"4617198","BAIJIA MUSHROOM MEAT BALL 454G","210.00","461719.00","PC","1","BAIJIA M.M.BALL454"
"4617396","SP BULBLED-HW-VEN-SYLVN DL11W","79.75","461739.00","PC","1","SLVNLED DL 7W"
"4617433","EQUAL REFINED SUGAR 2.5KG","197.00","461743.00","PC","20","PG EQUAL RFND2.5KG"
"4617495","COKE MISMO 290MLX12S","198.00","461749.00","PC","1","COKE MSMO290MLX12S"
"4617617","LWR POLO MELISSA DEX#769 RED S","49.00","461761.00","PC","2","LWR POLO MELISSA"
"4617624","LWR POLO MELISSA DEX#769 RED M","10.00","461762.00","PC","2","LWR POLO MELISSA"
"4617631","LWR POLO MELISSA DEX#769 RED L","49.00","461763.00","PC","2","LWR POLO MELISSA"
"4617655","LWR POLO MELISSA DEX#769 GRY S","49.00","461765.00","PC","2","LWR POLO MELISSA"
"4617662","LWR POLO MELISSA DEX#769 GRY M","49.00","461766.00","PC","2","LWR POLO MELISSA"
"4617679","LWR POLO MELISSA DEX#769 GRY L","49.00","461767.00","PC","2","LWR POLO MELISSA"
"4617686","LWR POLO MELISSA DEX769 GRY XL","49.00","461768.00","PC","2","LWR POLO MELISSA"
"4617693","LWR POLO MELISSA DEX#769 YLW S","49.00","461769.00","PC","2","LWR POLO MELISSA"
"4617709","LWR POLO MELISSA DEX#769 YLW M","49.00","461770.00","PC","2","LWR POLO MELISSA"
"4617716","LWR POLO MELISSA DEX#769 YLW L","10.00","461771.00","PC","2","LWR POLO MELISSA"
"4617723","LWR POLO MELISSA DEX769 YLW XL","49.00","461772.00","PC","2","LWR POLO MELISSA"
"4617730","LWR POLO MELISSA DEX#769 BLU S","30.00","461773.00","PC","2","LWR POLO MELISSA"
"4617747","LWR POLO MELISSA DEX#769 BLU M","49.00","461774.00","PC","2","LWR POLO MELISSA"
"4617761","LWR POLO MELISSA DEX#769 BLU L","49.00","461776.00","PC","2","LWR POLO MELISSA"
"4617778","LWR POLO MELISSA DEX769 BLU XL","49.00","461777.00","PC","2","LWR POLO MELISSA"
"4617792","SHOKOBUTSU BW FLRL DLGHT208M2S","150.00","461779.00","PC","1","SHKBTS BW FLR2082S"
"4617907","FARGO RIBBON DTC1000 YMCKO H/P","3363.75","461790.00","PC","1","FARGO DTC1000YMCKO"
"4618553","SAUCEPAN-KW-AHP-CG-SSP18 SS","1169.75","461855.00","PC","1","SAUCE PAN CG-SSP18"
"4618898","OREO PREMIERE VANILLA 29.4G","7.60","461889.00","PC","108","OREOPREMVAN29.4G"
"4618935","COWHEAD UHT 1L 20% OFF","83.00","461893.00","PC","1","COWHEAD UHT1L 20"
"4618959","COWHEAD UHT MILK CHOCO 1L 20%","99.40","461895.00","PC","1","CWHEADMLKCHOC1L20"
"4618973","COWHEAD UHT LITE 1L 20% OFF","88.40","461897.00","PC","1","CWHEADUHTLITE1L20"
"4619406","GFB P5 HONEYGOLD PINEAPPLE/PC","235.00","461940.00","PC","1","GFB P5 HGPINEAPPLE"
"4619598","GFB P6 HONEYGOLD PINEAPPLE/PC","200.00","461959.00","PC","1","GFB P6 HGPINEAPPLE"
"4619611","SELECTA CREAMDAE CHC-KSO-UBE1L","99.00","461961.00","PC","1","SEL CHC-KSO-UBE1L"
"4619628","GFB P7 HONEYGOLD PINEAPPLE/PC","180.00","461962.00","PC","1","GFB P7 HGPINEAPPLE"
"4619635","GFB P8 HONEYGOLD PINEAPPLE/PC","160.00","461963.00","PC","1","GFB P8 HGPINEAPPLE"
"4619642","SOYFRESH CHOCOLATE 1L 20% OFF","63.80","461964.00","PC","1","SOYFRESHCOCO1L20"
"4619659","GFB P9 HONEYGOLD PINEAPPLE/PC","140.00","461965.00","PC","1","GFB F9 HGPINEAPPLE"
"4619666","SOYFRESH REGULAR 1L 20% OFF","63.80","461966.00","PC","1","SOYFRESH REG1L20"
"4619703","GFB P10 HONEYGOLD PINEAPPLE/PC","125.00","461970.00","PC","1","GFB P10HGPINEAPPLE"
"4619802","SOYFRESH CAPPUCINO 1L 20% OFF","63.80","461980.00","PC","1","SYFRSHCAPPU1L20"
"4619857","SOYFRESH LOWSUGAR W/CAL 1L 20%","44.00","461985.00","PC","1","SYFRSHLOWSUG1L20"
"4620037","COWHEAD SLIMFAT FR/HI-CAL1L20%","94.40","462003.00","PC","1","CWHEDSLMHICAL1L20"
"4620150","SOYFRESH STRAWBERRY 1L 20%OFF","63.80","462015.00","PC","1","SOYFRSHSBERRY1L20"
"4620259","COWHEAD UHT SBERRY MILK1L 20%","99.40","462025.00","PC","1","CWHEDUHTSBRYMLK20"
"4620372","COWHEAD SBERRY MILK 200ML 20%","26.80","462037.00","PC","1","CWHEADSBRY200ML20"
"4620686","DX HOME THEATER PROM HT5105AF","2500.00","462068.00","PC","1","PROMAC HT5105AF"
"4620877","SLIPPER FLIP-FW MF-GCM-B1T1","98.75","462087.00","PR1","1","SLPPR FLP-GCM-B1T1"
"4622215","GF PINEAPPLE PROMO","100.00","462221.00","PC","1","GF PINEAPPLE PROMO"
"4623915","CANVASS LAUNDRY BAG","175.00","462391.00","PC","1","CANVAS LAUNDRY BAG"
"4623984","TABLECOMPUTER-FU-SY-405317","2850.00","462398.00","PC","1","TBLCOMP-317A"
"4623991","TABLECOMPUTER-HF-SY-320","2750.00","462399.00","PC","1","HF-SY-320"
"4624011","RACKALUMINUM-FU-SY-310010","1695.00","462401.00","PC","1","RKALM-3E2"
"4624028","RACKALUMINUM-FU-SY-310007","2595.00","462402.00","PC","1","RKALM-3C2"
"4624035","RACKALUMINUM-FU-SY-310008","2550.00","462403.00","PC","1","RKALM-3C4"
"4624042","RACKALUMINUM-FU-SY-310009","1595.00","462404.00","PC","1","RKALM-3E"
"4624059","SINKALUMINUM-FU-SY-310012","6250.00","462405.00","PC","1","SNKALM-3SC"
"4624066","RACKALUMINUM-FU-SY-310006","1995.00","462406.00","PC","1","RCKALM-3C"
"4624370","#4CW BLOUSE GROUP HUG","40.00","462437.00","PC","6","4CW BLOUSE GROUP"
"4624417","#6CW BLOUSE I LOVE BEING ME","99.00","462441.00","PC","6","6CW BLOUSE I LOVE"
"4624424","#7CW BLOUSE GAME OVER","20.00","462442.00","PC","6","7CW BLOUSE GAME"
"4624431","#8CW BLOUSE HEART AND STAR","32.00","462443.00","PC","6","8CW BLOUSE HEART"
"4624455","#12CW BLOUSE CLICK HERE","20.00","462445.00","PC","6","12CW BLOUSE CLICK"
"4624479","#13CW BLOUSE DANCE","65.00","462447.00","PC","6","13CW BLOUSE DANCE"
"4624486","#15CW BLOUSE LISTEN UP","32.00","462448.00","PC","6","15CW BLOUSE"
"4624493","#17CW BLOUSE TEAM CUPCAKE","65.00","462449.00","PC","6","17CW BLOUSE TEAM"
"4624530","CW BLS SWIM TEAM 012","20.00","462453.00","PC","12","CW BLS SWIM TEAM"
"4624684","SP-TABLECOMPUTER-FU-SY-405317","2422.50","462468.00","PC","1","SP-TBLCOMP-317A"
"4624691","PG FRESH SWEET PEARS","38.00","462469.00","PC","1","PG FRESH SWT PEARS"
"4624707","SP-TABLECOMPUTER-FU-SY-320","2750.00","462470.00","PC","1","SP-TBLCOMP-320"
"4624714","SP-RACKALUMINUM-FU-SY-310010","1440.75","462471.00","PC","1","SP-RKALM-3E2"
"4624721","SP-RACKALUMINUM-FU-SY-310007","2205.75","462472.00","PC","1","SP-RKALM-3C2"
"4624738","PG FRESH ORANGE","35.00","462473.00","PC","1","PG FRESH ORANGE"
"4624745","SP-RACKALUMINUM-FU-SY-310008","2167.50","462474.00","PC","1","SP-RKALM-3C4"
"4624752","SP-RACKALUMINUM-FU-SY-310009","1355.75","462475.00","PC","1","SP-RKALM-3E"
"4624769","SP-SINKALUMINUM-FU-SY-310012","5312.50","462476.00","PC","1","SP-SNKALM-3SC"
"4624776","SP-RACKALUMINUM-FU-SY-310006","1695.75","462477.00","PC","1","SP-RKALM-3C"
"4624790","SOFABED-FU-SY-ANDREA","35499.00","462479.00","PC","1","SOFABED-ANDREA"
"4624882","SET-APP KG-DGF-SLEEPWEAR","20.00","462488.00","PC","12","SET-SLEEPWEAR"
"4625001","LINIX JOSS PAPER","75.00","462500.00","PC","10","JOSS PAPER"
"4625902","MW SHORT SLEEVE POLO YLW S","49.00","462590.00","PC","2","MW SHORT SLEEVE"
"4625919","MW SHORT SLEEVE POLO YLW M","10.00","462591.00","PC","2","MW SHORT SLEEVE"
"4625926","MW SHORT SLEEVE POLO YLW L","49.00","462592.00","PC","2","MW SHORT SLEEVE"
"4625933","MW SHORT SLEEVE POLO YLW XL","49.00","462593.00","PC","2","MW SHORT SLEEVE"
"4625957","MW SHORT SLEEVE POLO RED  M","49.00","462595.00","PC","2","MW SHORT SLEEVE"
"4625964","MW SHORT SLEEVE POLO RED L","49.00","462596.00","PC","2","MW SHORT SLEEVE"
"4625988","MW SHORT SLEEVE POLO BLACK  S","49.00","462598.00","PC","2","MW SHORT SLEEVE"
"4625995","MW SHORT SLEEVE POLO BLACK  M","49.00","462599.00","PC","2","MW SHORT SLEEVE"
"4626008","MW SHORT SLEEVE POLO BLACK  L","49.00","462600.00","PC","2","MW SHORT SLEEVE"
"4626015","MW SHORT SLEEVE POLO BLACK  XL","49.00","462601.00","PC","2","MW SHORT SLEEVE"
"4626022","MW SHORT SLEEVE POLO WHITE  S","10.00","462602.00","PC","2","MW SHORT SLEEVE"
"4626039","MW SHORT SLEEVE POLO WHITE M","49.00","462603.00","PC","2","MW SHORT SLEEVE"
"4626046","MW SHORT SLEEVE POLO WHITE L","10.00","462604.00","PC","2","MW SHORT SLEEVE"
"4626053","MW SHORT SLEEVE POLO WHITE XL","10.00","462605.00","PC","2","MW SHORT SLEEVE"
"4626473","LUWR INTIMATES JANINE LTBLU32A","99.00","462647.00","PC","24","JANINE LTBLU32A"
"4626510","LUWR INTIMATES JANINE LTBLU34A","99.00","462651.00","PC","24","JANINE LTBLU34A"
"4626534","LUWR INTIMATES JANINE LTBLU36A","99.00","462653.00","PC","24","JANINE LTBLU36A"
"4626565","LUWR INTIMATES JANINE LTBLU32B","5.00","462656.00","PC","24","JANINE LTBLU32B"
"4626589","LUWR INTIMATES JANINE LTBLU34B","99.00","462658.00","PC","24","JANINE LTBLU34B"
